Profiling_ID,Item_ID,Item_Category,Priority_Level,Warehouse_Code,Storage_Zone,Movement_Velocity,Last_Profiled_Date
PROF4033369,ITEM133369,Consumables,Low,WH_BLR_01,Zone C,Slow Moving,2024-09-05
PROF4033370,ITEM133370,Raw Material,Low,WH_DEL_01,Zone C,Slow Moving,2023-12-27
PROF4033371,ITEM133371,Spare Parts,Low,WH_NAG_01,Overflow,Slow Moving,2023-08-06
PROF4033372,ITEM133372,Consumables,Medium,WH_NAG_01,Zone B,Slow Moving,2024-01-04
PROF4033373,ITEM133373,Raw Material,Low,WH_MUM_01,Zone C,Slow Moving,2023-01-07
PROF4033374,ITEM133374,Packaging,Low,WH_PUN_01,Zone C,Slow Moving,2024-12-06
PROF4033375,ITEM133375,Finished Goods,Low,WH_DEL_01,Zone B,Slow Moving,2024-01-06
PROF4033376,ITEM133376,Finished Goods,Medium,WH_DEL_01,Zone B,Slow Moving,2023-07-19
PROF4033377,ITEM133377,Finished Goods,Low,WH_NAG_01,Zone B,Slow Moving,2023-03-29
PROF4033378,ITEM133378,Finished Goods,Medium,WH_PUN_01,Overflow,Slow Moving,2023-05-28
PROF4033379,ITEM133379,Packaging,Low,WH_BLR_01,Zone C,Slow Moving,2024-02-06
PROF4033380,ITEM133380,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2023-12-04
PROF4033381,ITEM133381,Finished Goods,Medium,WH_CHN_01,Zone C,Slow Moving,2023-03-08
PROF4033382,ITEM133382,Raw Material,Medium,WH_PUN_01,Zone B,Slow Moving,2023-10-05
PROF4033383,ITEM133383,Packaging,High,WH_PUN_01,Zone B,Slow Moving,2023-12-27
PROF4033384,ITEM133384,Finished Goods,Low,WH_NAG_01,Overflow,Slow Moving,2023-07-10
PROF4033385,ITEM133385,Raw Material,Medium,WH_DEL_01,Zone B,Slow Moving,2024-02-22
PROF4033386,ITEM133386,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2024-07-01
PROF4033387,ITEM133387,Raw Material,High,WH_MUM_01,Zone B,Slow Moving,2023-04-27
PROF4033388,ITEM133388,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2023-12-12
PROF4033389,ITEM133389,Finished Goods,High,WH_CHN_01,Zone B,Slow Moving,2023-09-09
PROF4033390,ITEM133390,Consumables,Low,WH_CHN_01,Zone A,Slow Moving,2024-05-25
PROF4033391,ITEM133391,Packaging,High,WH_DEL_01,Zone A,Slow Moving,2023-07-06
PROF4033392,ITEM133392,Finished Goods,Medium,WH_CHN_01,Zone C,Slow Moving,2023-01-05
PROF4033393,ITEM133393,Packaging,Medium,WH_CHN_01,Zone C,Slow Moving,2024-06-25
PROF4033394,ITEM133394,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2024-10-08
PROF4033395,ITEM133395,Raw Material,Medium,WH_NAG_01,Zone B,Slow Moving,2023-06-11
PROF4033396,ITEM133396,Raw Material,High,WH_CHN_01,Zone B,Slow Moving,2024-05-18
PROF4033397,ITEM133397,Finished Goods,High,WH_MUM_01,Zone C,Slow Moving,2024-06-29
PROF4033398,ITEM133398,Raw Material,Low,WH_CHN_01,Zone B,Slow Moving,2023-02-22
PROF4033399,ITEM133399,Raw Material,Low,WH_MUM_01,Zone C,Slow Moving,2023-07-13
PROF4033400,ITEM133400,Raw Material,Medium,WH_PUN_01,Zone B,Slow Moving,2023-03-25
PROF4033401,ITEM133401,Raw Material,Low,WH_DEL_01,Zone C,Slow Moving,2024-01-15
PROF4033402,ITEM133402,Consumables,High,WH_CHN_01,Overflow,Slow Moving,2023-12-02
PROF4033403,ITEM133403,Packaging,Medium,WH_CHN_01,Zone B,Slow Moving,2023-04-23
PROF4033404,ITEM133404,Finished Goods,High,WH_PUN_01,Zone A,Slow Moving,2024-02-23
PROF4033405,ITEM133405,Raw Material,High,WH_MUM_01,Zone C,Slow Moving,2023-07-29
PROF4033406,ITEM133406,Finished Goods,High,WH_CHN_01,Zone C,Slow Moving,2024-06-22
PROF4033407,ITEM133407,Packaging,Low,WH_BLR_01,Zone A,Slow Moving,2024-09-11
PROF4033408,ITEM133408,Finished Goods,Medium,WH_BLR_01,Zone B,Slow Moving,2024-11-23
PROF4033409,ITEM133409,Spare Parts,High,WH_PUN_01,Zone B,Slow Moving,2023-08-08
PROF4033410,ITEM133410,Raw Material,High,WH_DEL_01,Zone A,Slow Moving,2024-01-10
PROF4033411,ITEM133411,Spare Parts,Medium,WH_PUN_01,Overflow,Slow Moving,2024-09-09
PROF4033412,ITEM133412,Packaging,Low,WH_MUM_01,Zone B,Slow Moving,2023-04-18
PROF4033413,ITEM133413,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2023-02-13
PROF4033414,ITEM133414,Consumables,Low,WH_CHN_01,Zone B,Slow Moving,2023-11-26
PROF4033415,ITEM133415,Spare Parts,Low,WH_PUN_01,Zone B,Slow Moving,2023-01-17
PROF4033416,ITEM133416,Finished Goods,Low,WH_PUN_01,Zone A,Slow Moving,2023-12-26
PROF4033417,ITEM133417,Consumables,Medium,WH_CHN_01,Zone C,Slow Moving,2024-08-19
PROF4033418,ITEM133418,Spare Parts,Low,WH_PUN_01,Zone C,Slow Moving,2024-05-19
PROF4033419,ITEM133419,Finished Goods,Medium,WH_BLR_01,Zone A,Slow Moving,2023-04-16
PROF4033420,ITEM133420,Raw Material,Medium,WH_PUN_01,Zone B,Slow Moving,2024-03-03
PROF4033421,ITEM133421,Packaging,Low,WH_PUN_01,Zone C,Slow Moving,2023-02-06
PROF4033422,ITEM133422,Finished Goods,High,WH_CHN_01,Zone C,Slow Moving,2024-06-02
PROF4033423,ITEM133423,Raw Material,Medium,WH_CHN_01,Zone B,Slow Moving,2023-08-27
PROF4033424,ITEM133424,Spare Parts,Medium,WH_CHN_01,Zone C,Slow Moving,2023-11-06
PROF4033425,ITEM133425,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2023-11-07
PROF4033426,ITEM133426,Spare Parts,Low,WH_MUM_01,Zone C,Slow Moving,2024-02-27
PROF4033427,ITEM133427,Finished Goods,Low,WH_DEL_01,Zone B,Slow Moving,2023-05-19
PROF4033428,ITEM133428,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2023-07-31
PROF4033429,ITEM133429,Packaging,High,WH_NAG_01,Overflow,Slow Moving,2024-09-02
PROF4033430,ITEM133430,Packaging,Medium,WH_MUM_01,Zone B,Slow Moving,2024-08-25
PROF4033431,ITEM133431,Packaging,High,WH_BLR_01,Zone B,Slow Moving,2023-05-19
PROF4033432,ITEM133432,Raw Material,Low,WH_CHN_01,Zone C,Slow Moving,2024-02-25
PROF4033433,ITEM133433,Packaging,High,WH_MUM_01,Zone C,Slow Moving,2023-04-13
PROF4033434,ITEM133434,Spare Parts,Low,WH_DEL_01,Zone B,Slow Moving,2024-07-20
PROF4033435,ITEM133435,Raw Material,High,WH_CHN_01,Overflow,Slow Moving,2023-05-03
PROF4033436,ITEM133436,Finished Goods,High,WH_BLR_01,Zone C,Slow Moving,2023-03-02
PROF4033437,ITEM133437,Spare Parts,High,WH_NAG_01,Zone C,Slow Moving,2024-05-13
PROF4033438,ITEM133438,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2024-09-10
PROF4033439,ITEM133439,Packaging,Low,WH_BLR_01,Zone A,Slow Moving,2023-12-24
PROF4033440,ITEM133440,Spare Parts,Low,WH_DEL_01,Zone A,Slow Moving,2023-03-30
PROF4033441,ITEM133441,Raw Material,Medium,WH_NAG_01,Zone C,Slow Moving,2024-04-19
PROF4033442,ITEM133442,Finished Goods,Medium,WH_MUM_01,Zone C,Slow Moving,2024-10-16
PROF4033443,ITEM133443,Packaging,Low,WH_DEL_01,Zone A,Slow Moving,2023-07-16
PROF4033444,ITEM133444,Finished Goods,High,WH_DEL_01,Zone C,Slow Moving,2023-07-02
PROF4033445,ITEM133445,Spare Parts,High,WH_BLR_01,Zone B,Slow Moving,2023-07-22
PROF4033446,ITEM133446,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2023-04-13
PROF4033447,ITEM133447,Raw Material,Low,WH_NAG_01,Zone C,Slow Moving,2023-08-14
PROF4033448,ITEM133448,Raw Material,High,WH_CHN_01,Zone A,Slow Moving,2024-12-25
PROF4033449,ITEM133449,Raw Material,Low,WH_DEL_01,Zone C,Slow Moving,2024-02-28
PROF4033450,ITEM133450,Finished Goods,Low,WH_PUN_01,Zone A,Slow Moving,2024-09-22
PROF4033451,ITEM133451,Packaging,High,WH_MUM_01,Zone A,Slow Moving,2023-10-24
PROF4033452,ITEM133452,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2023-05-17
PROF4033453,ITEM133453,Raw Material,High,WH_NAG_01,Zone A,Slow Moving,2024-02-08
PROF4033454,ITEM133454,Spare Parts,High,WH_BLR_01,Overflow,Slow Moving,2023-11-03
PROF4033455,ITEM133455,Packaging,Low,WH_CHN_01,Zone A,Slow Moving,2024-05-25
PROF4033456,ITEM133456,Raw Material,Low,WH_PUN_01,Zone A,Slow Moving,2024-03-06
PROF4033457,ITEM133457,Finished Goods,Medium,WH_MUM_01,Zone A,Slow Moving,2024-06-05
PROF4033458,ITEM133458,Packaging,High,WH_PUN_01,Zone B,Slow Moving,2024-02-18
PROF4033459,ITEM133459,Finished Goods,High,WH_BLR_01,Zone C,Slow Moving,2024-05-07
PROF4033460,ITEM133460,Raw Material,Low,WH_BLR_01,Zone C,Slow Moving,2023-04-13
PROF4033461,ITEM133461,Finished Goods,Low,WH_DEL_01,Zone C,Slow Moving,2023-01-25
PROF4033462,ITEM133462,Raw Material,Medium,WH_PUN_01,Zone A,Slow Moving,2023-05-25
PROF4033463,ITEM133463,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2023-01-15
PROF4033464,ITEM133464,Finished Goods,Medium,WH_CHN_01,Zone C,Slow Moving,2023-11-12
PROF4033465,ITEM133465,Spare Parts,Low,WH_NAG_01,Zone B,Slow Moving,2024-02-08
PROF4033466,ITEM133466,Packaging,High,WH_CHN_01,Zone B,Slow Moving,2024-07-08
PROF4033467,ITEM133467,Raw Material,High,WH_NAG_01,Zone B,Slow Moving,2024-03-01
PROF4033468,ITEM133468,Packaging,Low,WH_NAG_01,Zone B,Slow Moving,2023-02-28
PROF4033469,ITEM133469,Packaging,High,WH_DEL_01,Zone A,Slow Moving,2023-08-22
PROF4033470,ITEM133470,Raw Material,High,WH_PUN_01,Zone C,Slow Moving,2023-07-29
PROF4033471,ITEM133471,Raw Material,High,WH_NAG_01,Zone A,Slow Moving,2024-10-18
PROF4033472,ITEM133472,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2023-10-28
PROF4033473,ITEM133473,Consumables,Low,WH_MUM_01,Zone B,Slow Moving,2024-03-27
PROF4033474,ITEM133474,Consumables,Medium,WH_MUM_01,Zone A,Slow Moving,2023-10-23
PROF4033475,ITEM133475,Packaging,Medium,WH_BLR_01,Zone C,Slow Moving,2023-02-03
PROF4033476,ITEM133476,Packaging,High,WH_NAG_01,Zone B,Slow Moving,2023-11-20
PROF4033477,ITEM133477,Consumables,Medium,WH_MUM_01,Zone A,Slow Moving,2024-07-22
PROF4033478,ITEM133478,Spare Parts,High,WH_CHN_01,Zone B,Slow Moving,2023-07-25
PROF4033479,ITEM133479,Raw Material,Low,WH_MUM_01,Zone A,Slow Moving,2023-05-12
PROF4033480,ITEM133480,Finished Goods,Medium,WH_CHN_01,Zone C,Slow Moving,2023-08-24
PROF4033481,ITEM133481,Finished Goods,High,WH_NAG_01,Zone A,Slow Moving,2024-09-23
PROF4033482,ITEM133482,Finished Goods,Low,WH_BLR_01,Zone A,Slow Moving,2023-07-30
PROF4033483,ITEM133483,Packaging,High,WH_DEL_01,Zone A,Slow Moving,2024-09-22
PROF4033484,ITEM133484,Packaging,Low,WH_DEL_01,Zone A,Slow Moving,2024-05-25
PROF4033485,ITEM133485,Consumables,Medium,WH_NAG_01,Zone C,Slow Moving,2024-08-15
PROF4033486,ITEM133486,Finished Goods,High,WH_PUN_01,Zone B,Slow Moving,2024-09-23
PROF4033487,ITEM133487,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2023-11-18
PROF4033488,ITEM133488,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2024-10-20
PROF4033489,ITEM133489,Packaging,Medium,WH_DEL_01,Zone A,Slow Moving,2024-12-24
PROF4033490,ITEM133490,Finished Goods,High,WH_BLR_01,Zone A,Slow Moving,2024-01-20
PROF4033491,ITEM133491,Packaging,High,WH_DEL_01,Zone B,Slow Moving,2024-07-22
PROF4033492,ITEM133492,Raw Material,High,WH_PUN_01,Zone A,Slow Moving,2024-02-06
PROF4033493,ITEM133493,Raw Material,High,WH_MUM_01,Zone A,Slow Moving,2024-09-16
PROF4033494,ITEM133494,Raw Material,Medium,WH_MUM_01,Zone B,Slow Moving,2024-03-18
PROF4033495,ITEM133495,Finished Goods,Low,WH_NAG_01,Zone C,Slow Moving,2023-06-07
PROF4033496,ITEM133496,Raw Material,Medium,WH_MUM_01,Zone B,Slow Moving,2024-03-23
PROF4033497,ITEM133497,Raw Material,High,WH_MUM_01,Overflow,Slow Moving,2024-09-21
PROF4033498,ITEM133498,Raw Material,Low,WH_MUM_01,Zone B,Slow Moving,2023-01-26
PROF4033499,ITEM133499,Raw Material,Medium,WH_BLR_01,Zone B,Slow Moving,2024-10-23
PROF4033500,ITEM133500,Raw Material,High,WH_MUM_01,Zone A,Slow Moving,2023-05-11
PROF4033501,ITEM133501,Packaging,Low,WH_CHN_01,Zone C,Slow Moving,2024-02-11
PROF4033502,ITEM133502,Finished Goods,Low,WH_NAG_01,Zone C,Slow Moving,2023-12-26
PROF4033503,ITEM133503,Raw Material,High,WH_PUN_01,Zone C,Slow Moving,2024-06-18
PROF4033504,ITEM133504,Finished Goods,Medium,WH_BLR_01,Overflow,Slow Moving,2024-01-31
PROF4033505,ITEM133505,Raw Material,Low,WH_MUM_01,Overflow,Slow Moving,2024-03-25
PROF4033506,ITEM133506,Packaging,Medium,WH_PUN_01,Zone B,Slow Moving,2024-03-21
PROF4033507,ITEM133507,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2024-08-02
PROF4033508,ITEM133508,Finished Goods,Medium,WH_PUN_01,Zone C,Slow Moving,2023-05-24
PROF4033509,ITEM133509,Raw Material,Low,WH_CHN_01,Zone C,Slow Moving,2024-06-13
PROF4033510,ITEM133510,Consumables,High,WH_CHN_01,Zone C,Slow Moving,2023-05-02
PROF4033511,ITEM133511,Spare Parts,High,WH_PUN_01,Zone C,Slow Moving,2023-06-06
PROF4033512,ITEM133512,Spare Parts,Medium,WH_MUM_01,Zone C,Slow Moving,2023-04-17
PROF4033513,ITEM133513,Spare Parts,High,WH_MUM_01,Zone B,Slow Moving,2023-03-10
PROF4033514,ITEM133514,Raw Material,Low,WH_BLR_01,Zone C,Slow Moving,2024-01-27
PROF4033515,ITEM133515,Raw Material,Low,WH_NAG_01,Zone A,Slow Moving,2023-08-07
PROF4033516,ITEM133516,Consumables,Medium,WH_CHN_01,Zone A,Slow Moving,2024-08-20
PROF4033517,ITEM133517,Raw Material,Low,WH_CHN_01,Zone A,Slow Moving,2024-01-20
PROF4033518,ITEM133518,Finished Goods,Medium,WH_BLR_01,Zone C,Slow Moving,2023-12-30
PROF4033519,ITEM133519,Raw Material,High,WH_BLR_01,Zone A,Slow Moving,2024-10-05
PROF4033520,ITEM133520,Packaging,Medium,WH_DEL_01,Zone C,Slow Moving,2023-07-22
PROF4033521,ITEM133521,Finished Goods,Medium,WH_PUN_01,Zone A,Slow Moving,2023-06-05
PROF4033522,ITEM133522,Packaging,Medium,WH_DEL_01,Zone C,Slow Moving,2023-01-23
PROF4033523,ITEM133523,Finished Goods,Low,WH_BLR_01,Zone B,Slow Moving,2024-01-02
PROF4033524,ITEM133524,Finished Goods,Low,WH_MUM_01,Zone A,Slow Moving,2023-12-03
PROF4033525,ITEM133525,Consumables,High,WH_NAG_01,Zone A,Slow Moving,2023-09-08
PROF4033526,ITEM133526,Packaging,Medium,WH_CHN_01,Zone A,Slow Moving,2023-03-17
PROF4033527,ITEM133527,Raw Material,Medium,WH_CHN_01,Overflow,Slow Moving,2024-05-09
PROF4033528,ITEM133528,Raw Material,Low,WH_DEL_01,Zone A,Slow Moving,2023-12-15
PROF4033529,ITEM133529,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2023-12-09
PROF4033530,ITEM133530,Packaging,Medium,WH_PUN_01,Zone C,Slow Moving,2023-01-09
PROF4033531,ITEM133531,Raw Material,High,WH_PUN_01,Zone B,Slow Moving,2024-05-04
PROF4033532,ITEM133532,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2023-03-12
PROF4033533,ITEM133533,Raw Material,Medium,WH_DEL_01,Zone A,Slow Moving,2024-04-21
PROF4033534,ITEM133534,Finished Goods,Medium,WH_CHN_01,Zone B,Slow Moving,2023-06-12
PROF4033535,ITEM133535,Finished Goods,Low,WH_PUN_01,Zone B,Slow Moving,2023-12-10
PROF4033536,ITEM133536,Spare Parts,Low,WH_PUN_01,Zone A,Slow Moving,2024-09-21
PROF4033537,ITEM133537,Raw Material,Medium,WH_BLR_01,Zone B,Slow Moving,2024-05-06
PROF4033538,ITEM133538,Packaging,Low,WH_NAG_01,Zone A,Slow Moving,2024-11-25
PROF4033539,ITEM133539,Raw Material,Low,WH_NAG_01,Zone C,Slow Moving,2024-06-12
PROF4033540,ITEM133540,Finished Goods,Medium,WH_BLR_01,Zone C,Slow Moving,2024-07-22
PROF4033541,ITEM133541,Packaging,Medium,WH_BLR_01,Zone C,Slow Moving,2023-07-05
PROF4033542,ITEM133542,Packaging,Low,WH_PUN_01,Zone B,Slow Moving,2024-12-19
PROF4033543,ITEM133543,Spare Parts,Medium,WH_DEL_01,Zone B,Slow Moving,2024-09-29
PROF4033544,ITEM133544,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2023-12-13
PROF4033545,ITEM133545,Finished Goods,Medium,WH_MUM_01,Zone C,Slow Moving,2024-02-18
PROF4033546,ITEM133546,Packaging,Medium,WH_DEL_01,Overflow,Slow Moving,2024-11-12
PROF4033547,ITEM133547,Finished Goods,High,WH_DEL_01,Zone A,Slow Moving,2023-02-20
PROF4033548,ITEM133548,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2023-10-26
PROF4033549,ITEM133549,Packaging,High,WH_MUM_01,Zone A,Slow Moving,2023-08-29
PROF4033550,ITEM133550,Packaging,Medium,WH_DEL_01,Zone B,Slow Moving,2024-10-30
PROF4033551,ITEM133551,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2023-09-11
PROF4033552,ITEM133552,Spare Parts,Medium,WH_NAG_01,Zone B,Slow Moving,2024-07-10
PROF4033553,ITEM133553,Spare Parts,Medium,WH_BLR_01,Zone C,Slow Moving,2023-05-21
PROF4033554,ITEM133554,Finished Goods,Medium,WH_BLR_01,Zone C,Slow Moving,2023-01-12
PROF4033555,ITEM133555,Finished Goods,Low,WH_PUN_01,Zone A,Slow Moving,2023-03-07
PROF4033556,ITEM133556,Finished Goods,High,WH_MUM_01,Zone A,Slow Moving,2023-03-14
PROF4033557,ITEM133557,Finished Goods,Low,WH_PUN_01,Zone A,Slow Moving,2024-12-23
PROF4033558,ITEM133558,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2023-11-10
PROF4033559,ITEM133559,Consumables,High,WH_BLR_01,Zone A,Slow Moving,2024-09-19
PROF4033560,ITEM133560,Raw Material,Medium,WH_MUM_01,Zone C,Slow Moving,2024-09-03
PROF4033561,ITEM133561,Finished Goods,Low,WH_BLR_01,Zone A,Slow Moving,2024-12-25
PROF4033562,ITEM133562,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2023-10-04
PROF4033563,ITEM133563,Raw Material,Medium,WH_BLR_01,Zone B,Slow Moving,2023-12-08
PROF4033564,ITEM133564,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2024-09-28
PROF4033565,ITEM133565,Packaging,Medium,WH_CHN_01,Zone A,Slow Moving,2023-03-20
PROF4033566,ITEM133566,Finished Goods,Low,WH_MUM_01,Zone A,Slow Moving,2023-10-03
PROF4033567,ITEM133567,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2023-01-23
PROF4033568,ITEM133568,Raw Material,Medium,WH_DEL_01,Zone C,Slow Moving,2024-02-25
PROF4033569,ITEM133569,Raw Material,High,WH_NAG_01,Zone B,Slow Moving,2024-09-29
PROF4033570,ITEM133570,Consumables,Medium,WH_DEL_01,Zone C,Slow Moving,2024-01-24
PROF4033571,ITEM133571,Packaging,High,WH_MUM_01,Zone B,Slow Moving,2024-08-20
PROF4033572,ITEM133572,Finished Goods,High,WH_PUN_01,Zone C,Slow Moving,2023-09-07
PROF4033573,ITEM133573,Finished Goods,High,WH_PUN_01,Zone A,Slow Moving,2023-04-02
PROF4033574,ITEM133574,Finished Goods,High,WH_CHN_01,Zone B,Slow Moving,2024-10-18
PROF4033575,ITEM133575,Packaging,Low,WH_DEL_01,Zone A,Slow Moving,2023-09-03
PROF4033576,ITEM133576,Finished Goods,Medium,WH_MUM_01,Overflow,Slow Moving,2024-09-15
PROF4033577,ITEM133577,Raw Material,High,WH_PUN_01,Zone B,Slow Moving,2024-08-29
PROF4033578,ITEM133578,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2024-03-01
PROF4033579,ITEM133579,Spare Parts,Medium,WH_CHN_01,Zone B,Slow Moving,2023-01-20
PROF4033580,ITEM133580,Finished Goods,Medium,WH_PUN_01,Zone C,Slow Moving,2023-10-17
PROF4033581,ITEM133581,Finished Goods,High,WH_CHN_01,Zone A,Slow Moving,2024-04-25
PROF4033582,ITEM133582,Packaging,High,WH_BLR_01,Zone A,Slow Moving,2024-03-02
PROF4033583,ITEM133583,Consumables,Medium,WH_BLR_01,Zone A,Slow Moving,2023-05-17
PROF4033584,ITEM133584,Finished Goods,Low,WH_BLR_01,Overflow,Slow Moving,2024-12-23
PROF4033585,ITEM133585,Finished Goods,Medium,WH_BLR_01,Zone B,Slow Moving,2023-12-20
PROF4033586,ITEM133586,Packaging,Medium,WH_MUM_01,Zone A,Slow Moving,2023-08-04
PROF4033587,ITEM133587,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2024-03-01
PROF4033588,ITEM133588,Finished Goods,Medium,WH_MUM_01,Zone A,Slow Moving,2024-02-25
PROF4033589,ITEM133589,Finished Goods,Medium,WH_PUN_01,Zone A,Slow Moving,2024-04-08
PROF4033590,ITEM133590,Finished Goods,Medium,WH_PUN_01,Zone A,Slow Moving,2024-08-06
PROF4033591,ITEM133591,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2024-01-03
PROF4033592,ITEM133592,Finished Goods,Medium,WH_MUM_01,Overflow,Slow Moving,2023-10-21
PROF4033593,ITEM133593,Spare Parts,Medium,WH_PUN_01,Zone C,Slow Moving,2024-01-06
PROF4033594,ITEM133594,Raw Material,Medium,WH_DEL_01,Zone A,Slow Moving,2023-08-12
PROF4033595,ITEM133595,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2024-08-17
PROF4033596,ITEM133596,Spare Parts,High,WH_CHN_01,Zone B,Slow Moving,2024-03-13
PROF4033597,ITEM133597,Raw Material,Low,WH_PUN_01,Zone C,Slow Moving,2024-08-03
PROF4033598,ITEM133598,Packaging,Medium,WH_PUN_01,Overflow,Slow Moving,2024-04-15
PROF4033599,ITEM133599,Consumables,Medium,WH_NAG_01,Zone A,Slow Moving,2024-07-03
PROF4033600,ITEM133600,Raw Material,Medium,WH_DEL_01,Zone B,Slow Moving,2024-02-26
PROF4033601,ITEM133601,Spare Parts,High,WH_MUM_01,Zone C,Slow Moving,2023-06-07
PROF4033602,ITEM133602,Raw Material,Low,WH_BLR_01,Zone B,Slow Moving,2023-06-22
PROF4033603,ITEM133603,Raw Material,Medium,WH_DEL_01,Zone C,Slow Moving,2023-01-30
PROF4033604,ITEM133604,Finished Goods,High,WH_CHN_01,Zone C,Slow Moving,2024-08-01
PROF4033605,ITEM133605,Finished Goods,High,WH_PUN_01,Zone C,Slow Moving,2023-01-22
PROF4033606,ITEM133606,Spare Parts,High,WH_CHN_01,Zone A,Slow Moving,2024-06-27
PROF4033607,ITEM133607,Finished Goods,Low,WH_NAG_01,Zone A,Slow Moving,2023-02-16
PROF4033608,ITEM133608,Finished Goods,Medium,WH_BLR_01,Zone C,Slow Moving,2024-04-12
PROF4033609,ITEM133609,Finished Goods,High,WH_PUN_01,Zone A,Slow Moving,2023-07-25
PROF4033610,ITEM133610,Packaging,Medium,WH_CHN_01,Zone B,Slow Moving,2023-03-23
PROF4033611,ITEM133611,Finished Goods,Medium,WH_BLR_01,Zone A,Slow Moving,2023-11-24
PROF4033612,ITEM133612,Finished Goods,High,WH_PUN_01,Zone C,Slow Moving,2023-08-01
PROF4033613,ITEM133613,Finished Goods,High,WH_BLR_01,Zone C,Slow Moving,2023-12-11
PROF4033614,ITEM133614,Consumables,High,WH_DEL_01,Zone A,Slow Moving,2023-12-18
PROF4033615,ITEM133615,Finished Goods,Low,WH_NAG_01,Zone A,Slow Moving,2024-08-20
PROF4033616,ITEM133616,Packaging,Low,WH_PUN_01,Zone A,Slow Moving,2023-04-27
PROF4033617,ITEM133617,Packaging,Medium,WH_CHN_01,Overflow,Slow Moving,2023-09-03
PROF4033618,ITEM133618,Finished Goods,Low,WH_BLR_01,Zone A,Slow Moving,2024-07-21
PROF4033619,ITEM133619,Finished Goods,Medium,WH_BLR_01,Zone A,Slow Moving,2024-06-16
PROF4033620,ITEM133620,Raw Material,Medium,WH_DEL_01,Zone B,Slow Moving,2024-12-22
PROF4033621,ITEM133621,Raw Material,Medium,WH_NAG_01,Zone B,Slow Moving,2024-07-22
PROF4033622,ITEM133622,Raw Material,Low,WH_MUM_01,Zone C,Slow Moving,2023-07-24
PROF4033623,ITEM133623,Packaging,Medium,WH_NAG_01,Zone B,Slow Moving,2024-05-22
PROF4033624,ITEM133624,Raw Material,High,WH_NAG_01,Zone A,Slow Moving,2024-09-17
PROF4033625,ITEM133625,Raw Material,Low,WH_BLR_01,Zone B,Slow Moving,2024-03-24
PROF4033626,ITEM133626,Finished Goods,Medium,WH_PUN_01,Zone A,Slow Moving,2023-05-22
PROF4033627,ITEM133627,Finished Goods,Low,WH_CHN_01,Zone C,Slow Moving,2023-12-06
PROF4033628,ITEM133628,Spare Parts,Medium,WH_MUM_01,Zone A,Slow Moving,2024-11-10
PROF4033629,ITEM133629,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2024-01-09
PROF4033630,ITEM133630,Raw Material,Medium,WH_BLR_01,Zone B,Slow Moving,2024-03-12
PROF4033631,ITEM133631,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2024-06-15
PROF4033632,ITEM133632,Consumables,Medium,WH_NAG_01,Zone B,Slow Moving,2024-09-04
PROF4033633,ITEM133633,Finished Goods,Medium,WH_CHN_01,Zone C,Slow Moving,2024-05-05
PROF4033634,ITEM133634,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2023-07-01
PROF4033635,ITEM133635,Consumables,Low,WH_NAG_01,Zone B,Slow Moving,2023-11-01
PROF4033636,ITEM133636,Finished Goods,Medium,WH_BLR_01,Overflow,Slow Moving,2023-10-13
PROF4033637,ITEM133637,Finished Goods,Medium,WH_MUM_01,Zone A,Slow Moving,2024-09-28
PROF4033638,ITEM133638,Packaging,Low,WH_PUN_01,Zone A,Slow Moving,2024-05-20
PROF4033639,ITEM133639,Finished Goods,High,WH_DEL_01,Zone C,Slow Moving,2023-03-16
