Discrepancy_ID,Movement_ID,Item_ID,Warehouse_Code,Discrepancy_Date,Expected_Quantity,Actual_Quantity,Variance_Quantity,Discrepancy_Type,Root_Cause,Resolution_Status
DISC6013258,MOV3092957,ITEM101314,WH_NAG_01,16-10-21,24,29,5,Damage,Vendor short supply,Open
DISC6013259,MOV3036505,ITEM128249,WH_BLR_01,17-11-22,18,11,-7,Shortage,Handling damage,Adjusted
DISC6013260,MOV3014991,ITEM135627,WH_CHN_01,06-02-23,26,31,5,Wrong Item,Manual counting error,Resolved
DISC6013261,MOV3017550,ITEM119594,WH_MUM_01,22-05-23,25,30,5,Damage,Documentation missing,Under Investigation
DISC6013262,MOV3034563,ITEM137633,WH_PUN_01,26-07-21,24,17,-7,Damage,Vendor short supply,Adjusted
DISC6013263,MOV3113356,ITEM111562,WH_BLR_01,19-09-24,18,25,7,Excess,Documentation missing,Resolved
DISC6013264,MOV3110376,ITEM132882,WH_NAG_01,10-12-21,22,30,8,Excess,Wrong bin placement,Open
DISC6013265,MOV3084125,ITEM115523,WH_DEL_01,26-06-21,34,39,5,Count Error,Handling damage,Resolved
DISC6013266,MOV3072178,ITEM134143,WH_BLR_01,27-07-23,25,16,-9,Damage,Vendor short supply,Adjusted
DISC6013267,MOV3008568,ITEM120964,WH_MUM_01,19-08-21,6,0,-6,Excess,Wrong bin placement,Under Investigation
DISC6013268,MOV3065415,ITEM136932,WH_NAG_01,05-10-23,26,23,-3,Shortage,Handling damage,Under Investigation
DISC6013269,MOV3057583,ITEM124402,WH_MUM_01,13-10-22,8,17,9,Count Error,Wrong bin placement,Resolved
DISC6013270,MOV3000087,ITEM131377,WH_CHN_01,09-07-21,25,33,8,Damage,Wrong bin placement,Under Investigation
DISC6013271,MOV3039380,ITEM114454,WH_NAG_01,21-03-23,24,18,-6,Count Error,System posting delay,Resolved
DISC6013272,MOV3026861,ITEM125674,WH_PUN_01,28-01-21,19,23,4,Shortage,Handling damage,Open
DISC6013273,MOV3084813,ITEM113248,WH_CHN_01,22-04-24,1,3,2,Excess,Manual counting error,Adjusted
DISC6013274,MOV3086990,ITEM133227,WH_NAG_01,17-05-22,4,0,-4,Excess,Vendor short supply,Resolved
DISC6013275,MOV3034750,ITEM102169,WH_DEL_01,29-05-24,25,15,-10,Damage,Handling damage,Resolved
DISC6013276,MOV3054403,ITEM112554,WH_MUM_01,08-06-24,1,4,3,Damage,System posting delay,Under Investigation
DISC6013277,MOV3063803,ITEM115741,WH_DEL_01,04-04-21,17,26,9,Damage,System posting delay,Adjusted
DISC6013278,MOV3114826,ITEM137566,WH_NAG_01,14-08-24,21,23,2,Shortage,Wrong bin placement,Open
DISC6013279,MOV3078757,ITEM108764,WH_PUN_01,26-01-23,6,8,2,Wrong Item,System posting delay,Open
DISC6013280,MOV3031645,ITEM112721,WH_CHN_01,14-11-23,36,37,1,Damage,System posting delay,Resolved
DISC6013281,MOV3031639,ITEM126786,WH_PUN_01,30-04-24,27,17,-10,Damage,Wrong bin placement,Resolved
DISC6013282,MOV3044559,ITEM106945,WH_CHN_01,02-11-21,19,27,8,Wrong Item,Vendor short supply,Adjusted
DISC6013283,MOV3018168,ITEM111399,WH_MUM_01,17-10-23,22,17,-5,Shortage,Wrong bin placement,Adjusted
DISC6013284,MOV3085849,ITEM116287,WH_BLR_01,16-07-23,7,0,-7,Shortage,Handling damage,Open
DISC6013285,MOV3020713,ITEM125452,WH_CHN_01,24-08-24,18,25,7,Excess,Manual counting error,Resolved
DISC6013286,MOV3065355,ITEM110066,WH_NAG_01,21-04-21,12,7,-5,Wrong Item,Wrong bin placement,Adjusted
DISC6013287,MOV3030350,ITEM128947,WH_MUM_01,05-06-23,38,29,-9,Excess,Documentation missing,Open
DISC6013288,MOV3088077,ITEM119938,WH_BLR_01,27-09-24,24,19,-5,Wrong Item,System posting delay,Under Investigation
DISC6013289,MOV3009751,ITEM108181,WH_PUN_01,10-06-23,39,30,-9,Damage,Vendor short supply,Adjusted
DISC6013290,MOV3028242,ITEM118803,WH_MUM_01,04-09-24,14,17,3,Damage,Documentation missing,Resolved
DISC6013291,MOV3113794,ITEM132624,WH_CHN_01,10-02-22,33,38,5,Damage,Documentation missing,Under Investigation
DISC6013292,MOV3064412,ITEM120568,WH_DEL_01,01-06-22,22,15,-7,Excess,System posting delay,Open
DISC6013293,MOV3081959,ITEM111843,WH_BLR_01,19-06-22,29,38,9,Shortage,Wrong bin placement,Resolved
DISC6013294,MOV3066138,ITEM134904,WH_BLR_01,17-04-22,34,39,5,Shortage,Vendor short supply,Adjusted
DISC6013295,MOV3059526,ITEM107053,WH_MUM_01,24-05-21,29,38,9,Wrong Item,Manual counting error,Adjusted
DISC6013296,MOV3100224,ITEM112315,WH_PUN_01,19-10-22,13,22,9,Shortage,Wrong bin placement,Under Investigation
DISC6013297,MOV3017467,ITEM134970,WH_MUM_01,07-05-21,32,40,8,Wrong Item,Handling damage,Resolved
DISC6013298,MOV3026169,ITEM130622,WH_DEL_01,08-07-23,9,1,-8,Damage,System posting delay,Adjusted
DISC6013299,MOV3110541,ITEM107413,WH_DEL_01,09-05-22,41,46,5,Shortage,Documentation missing,Under Investigation
DISC6013300,MOV3047757,ITEM120875,WH_NAG_01,30-09-22,5,2,-3,Excess,System posting delay,Under Investigation
DISC6013301,MOV3035372,ITEM104630,WH_CHN_01,18-09-22,32,26,-6,Count Error,Wrong bin placement,Open
DISC6013302,MOV3057458,ITEM105265,WH_MUM_01,11-08-24,27,32,5,Shortage,Vendor short supply,Open
DISC6013303,MOV3035776,ITEM126048,WH_CHN_01,03-07-21,8,4,-4,Excess,System posting delay,Under Investigation
DISC6013304,MOV3051973,ITEM132407,WH_DEL_01,13-06-24,26,31,5,Excess,Documentation missing,Resolved
DISC6013305,MOV3010318,ITEM131752,WH_NAG_01,28-09-23,25,23,-2,Excess,Vendor short supply,Open
DISC6013306,MOV3045430,ITEM128121,WH_BLR_01,22-04-22,18,8,-10,Damage,Handling damage,Under Investigation
DISC6013307,MOV3063278,ITEM113312,WH_NAG_01,27-11-24,17,16,-1,Wrong Item,Vendor short supply,Resolved
DISC6013308,MOV3008073,ITEM138947,WH_DEL_01,03-10-24,17,24,7,Damage,Vendor short supply,Open
DISC6013309,MOV3119322,ITEM138317,WH_BLR_01,12-04-24,29,29,0,Excess,Manual counting error,Open
DISC6013310,MOV3037702,ITEM124470,WH_MUM_01,08-02-21,7,11,4,Damage,System posting delay,Under Investigation
DISC6013311,MOV3075409,ITEM114195,WH_DEL_01,09-07-22,46,37,-9,Damage,System posting delay,Under Investigation
DISC6013312,MOV3093847,ITEM118813,WH_MUM_01,29-12-21,14,20,6,Shortage,System posting delay,Open
DISC6013313,MOV3021385,ITEM117631,WH_BLR_01,16-09-24,36,35,-1,Damage,Handling damage,Under Investigation
DISC6013314,MOV3076401,ITEM106912,WH_CHN_01,21-11-22,33,31,-2,Damage,System posting delay,Open
DISC6013315,MOV3004583,ITEM129793,WH_CHN_01,07-03-22,17,12,-5,Wrong Item,Handling damage,Under Investigation
DISC6013316,MOV3061912,ITEM130686,WH_BLR_01,27-03-21,19,23,4,Shortage,Vendor short supply,Resolved
DISC6013317,MOV3095876,ITEM112796,WH_PUN_01,14-10-22,29,38,9,Damage,Wrong bin placement,Resolved
DISC6013318,MOV3084472,ITEM134926,WH_DEL_01,20-03-23,10,7,-3,Excess,System posting delay,Resolved
DISC6013319,MOV3000637,ITEM100113,WH_MUM_01,05-02-24,13,12,-1,Damage,Vendor short supply,Under Investigation
DISC6013320,MOV3084453,ITEM137580,WH_MUM_01,30-03-24,25,19,-6,Shortage,Documentation missing,Open
DISC6013321,MOV3010179,ITEM133951,WH_DEL_01,13-10-22,21,12,-9,Count Error,Handling damage,Adjusted
DISC6013322,MOV3105796,ITEM130293,WH_MUM_01,08-06-23,31,33,2,Excess,Manual counting error,Open
DISC6013323,MOV3080278,ITEM108599,WH_BLR_01,01-08-21,38,33,-5,Shortage,Documentation missing,Under Investigation
DISC6013324,MOV3032226,ITEM132441,WH_MUM_01,10-08-23,42,39,-3,Wrong Item,Wrong bin placement,Resolved
DISC6013325,MOV3086642,ITEM132700,WH_DEL_01,16-12-23,38,37,-1,Shortage,Wrong bin placement,Under Investigation
DISC6013326,MOV3071868,ITEM125502,WH_BLR_01,11-12-23,17,19,2,Damage,Wrong bin placement,Adjusted
DISC6013327,MOV3092881,ITEM135251,WH_BLR_01,11-11-21,5,13,8,Count Error,Vendor short supply,Resolved
DISC6013328,MOV3025303,ITEM119685,WH_DEL_01,20-05-21,3,10,7,Count Error,Documentation missing,Open
DISC6013329,MOV3025380,ITEM136313,WH_CHN_01,22-02-24,32,32,0,Shortage,Handling damage,Under Investigation
DISC6013330,MOV3065477,ITEM126869,WH_DEL_01,25-04-23,17,9,-8,Count Error,Wrong bin placement,Open
DISC6013331,MOV3117894,ITEM115930,WH_BLR_01,28-02-22,13,9,-4,Excess,Handling damage,Adjusted
DISC6013332,MOV3099774,ITEM126975,WH_DEL_01,17-05-22,31,39,8,Shortage,Handling damage,Adjusted
DISC6013333,MOV3068456,ITEM128209,WH_CHN_01,10-05-21,24,30,6,Wrong Item,System posting delay,Resolved
DISC6013334,MOV3101591,ITEM129882,WH_PUN_01,08-03-23,14,20,6,Wrong Item,Wrong bin placement,Open
DISC6013335,MOV3048793,ITEM119127,WH_PUN_01,17-09-21,20,14,-6,Damage,Handling damage,Open
DISC6013336,MOV3021389,ITEM124170,WH_CHN_01,08-10-23,17,22,5,Damage,Wrong bin placement,Adjusted
DISC6013337,MOV3082133,ITEM137595,WH_BLR_01,08-10-23,16,15,-1,Damage,System posting delay,Open
DISC6013338,MOV3017991,ITEM139317,WH_BLR_01,07-08-21,26,30,4,Wrong Item,Vendor short supply,Open
DISC6013339,MOV3051255,ITEM106114,WH_DEL_01,24-09-22,22,28,6,Wrong Item,System posting delay,Open
DISC6013340,MOV3017291,ITEM125000,WH_NAG_01,29-08-24,21,13,-8,Excess,System posting delay,Adjusted
DISC6013341,MOV3114474,ITEM114891,WH_CHN_01,07-02-23,1,0,-1,Damage,Handling damage,Resolved
DISC6013342,MOV3090400,ITEM139849,WH_CHN_01,22-03-22,23,17,-6,Wrong Item,Manual counting error,Under Investigation
DISC6013343,MOV3071225,ITEM112287,WH_DEL_01,25-08-22,35,30,-5,Wrong Item,Handling damage,Adjusted
DISC6013344,MOV3064518,ITEM113619,WH_MUM_01,02-05-21,29,29,0,Excess,System posting delay,Resolved
DISC6013345,MOV3100753,ITEM127179,WH_NAG_01,22-04-24,29,38,9,Shortage,Manual counting error,Under Investigation
DISC6013346,MOV3055896,ITEM123895,WH_MUM_01,13-11-21,28,29,1,Damage,Manual counting error,Open
DISC6013347,MOV3002474,ITEM128746,WH_NAG_01,04-03-24,16,19,3,Excess,System posting delay,Resolved
DISC6013348,MOV3081099,ITEM119503,WH_MUM_01,07-06-23,18,12,-6,Shortage,System posting delay,Open
DISC6013349,MOV3010383,ITEM128422,WH_NAG_01,13-11-21,12,21,9,Excess,Wrong bin placement,Under Investigation
DISC6013350,MOV3093285,ITEM123016,WH_NAG_01,17-12-23,1,2,1,Count Error,Vendor short supply,Open
DISC6013351,MOV3102777,ITEM110583,WH_MUM_01,20-04-23,5,1,-4,Shortage,Handling damage,Under Investigation
DISC6013352,MOV3029708,ITEM108174,WH_PUN_01,26-05-24,34,43,9,Shortage,Documentation missing,Resolved
DISC6013353,MOV3075715,ITEM105805,WH_NAG_01,05-10-21,11,14,3,Damage,Vendor short supply,Resolved
DISC6013354,MOV3015963,ITEM134931,WH_DEL_01,03-08-22,27,29,2,Wrong Item,Documentation missing,Adjusted
DISC6013355,MOV3089700,ITEM116215,WH_PUN_01,21-08-22,32,39,7,Wrong Item,Documentation missing,Adjusted
DISC6013356,MOV3093052,ITEM127978,WH_MUM_01,27-06-22,20,14,-6,Wrong Item,Documentation missing,Resolved
DISC6013357,MOV3063746,ITEM107805,WH_DEL_01,27-12-21,14,21,7,Damage,Manual counting error,Open
DISC6013358,MOV3037547,ITEM112098,WH_MUM_01,25-01-23,33,33,0,Excess,System posting delay,Adjusted
DISC6013359,MOV3061735,ITEM117320,WH_DEL_01,30-06-21,16,16,0,Count Error,Wrong bin placement,Open
DISC6013360,MOV3051895,ITEM103394,WH_MUM_01,23-04-23,28,31,3,Damage,Documentation missing,Resolved
DISC6013361,MOV3068146,ITEM100623,WH_MUM_01,02-05-24,20,25,5,Damage,Wrong bin placement,Under Investigation
DISC6013362,MOV3047533,ITEM105756,WH_MUM_01,11-11-24,38,44,6,Count Error,Vendor short supply,Open
DISC6013363,MOV3085782,ITEM113863,WH_MUM_01,04-12-21,16,25,9,Count Error,Handling damage,Open
DISC6013364,MOV3024609,ITEM139555,WH_DEL_01,19-12-23,8,11,3,Wrong Item,Wrong bin placement,Adjusted
DISC6013365,MOV3108377,ITEM137292,WH_MUM_01,04-02-21,12,16,4,Wrong Item,Wrong bin placement,Under Investigation
DISC6013366,MOV3113973,ITEM128324,WH_BLR_01,02-05-22,26,28,2,Shortage,Wrong bin placement,Adjusted
DISC6013367,MOV3073514,ITEM124891,WH_DEL_01,08-11-22,15,7,-8,Damage,Manual counting error,Under Investigation
DISC6013368,MOV3043272,ITEM107157,WH_PUN_01,22-08-24,24,33,9,Damage,Documentation missing,Adjusted
DISC6013369,MOV3090865,ITEM132664,WH_DEL_01,28-05-21,38,29,-9,Wrong Item,Wrong bin placement,Adjusted
DISC6013370,MOV3009953,ITEM105197,WH_DEL_01,16-02-22,1,9,8,Count Error,Manual counting error,Under Investigation
DISC6013371,MOV3119699,ITEM101823,WH_NAG_01,04-10-23,38,36,-2,Shortage,Vendor short supply,Adjusted
DISC6013372,MOV3095444,ITEM123746,WH_CHN_01,20-04-24,26,29,3,Excess,Vendor short supply,Resolved
DISC6013373,MOV3074780,ITEM110667,WH_DEL_01,29-11-23,23,21,-2,Shortage,Manual counting error,Open
DISC6013374,MOV3008646,ITEM123618,WH_CHN_01,02-08-23,22,23,1,Count Error,System posting delay,Resolved
DISC6013375,MOV3008512,ITEM137632,WH_NAG_01,26-08-24,18,9,-9,Damage,Wrong bin placement,Under Investigation
DISC6013376,MOV3017304,ITEM114364,WH_MUM_01,23-11-22,14,5,-9,Excess,Handling damage,Open
DISC6013377,MOV3020665,ITEM117022,WH_PUN_01,09-09-21,16,21,5,Shortage,System posting delay,Resolved
DISC6013378,MOV3083991,ITEM104562,WH_BLR_01,09-04-24,16,11,-5,Shortage,Handling damage,Resolved
DISC6013379,MOV3058937,ITEM119231,WH_DEL_01,10-11-22,38,36,-2,Wrong Item,System posting delay,Resolved
DISC6013380,MOV3028230,ITEM103370,WH_DEL_01,09-01-22,29,22,-7,Damage,System posting delay,Open
DISC6013381,MOV3116645,ITEM103737,WH_MUM_01,27-08-22,20,15,-5,Damage,Manual counting error,Resolved
DISC6013382,MOV3110013,ITEM118080,WH_CHN_01,07-01-23,21,25,4,Damage,Vendor short supply,Resolved
DISC6013383,MOV3005194,ITEM129896,WH_MUM_01,24-07-23,22,21,-1,Damage,System posting delay,Resolved
DISC6013384,MOV3091489,ITEM109061,WH_NAG_01,01-08-22,25,20,-5,Excess,Wrong bin placement,Resolved
DISC6013385,MOV3093238,ITEM107759,WH_DEL_01,29-05-22,16,9,-7,Shortage,Documentation missing,Open
DISC6013386,MOV3116424,ITEM130230,WH_NAG_01,06-05-24,8,3,-5,Shortage,Wrong bin placement,Resolved
DISC6013387,MOV3034566,ITEM105179,WH_NAG_01,17-01-21,15,13,-2,Wrong Item,Manual counting error,Adjusted
DISC6013388,MOV3018267,ITEM100330,WH_DEL_01,21-08-24,7,6,-1,Wrong Item,System posting delay,Open
DISC6013389,MOV3023874,ITEM120845,WH_PUN_01,30-06-21,42,32,-10,Shortage,Documentation missing,Resolved
DISC6013390,MOV3011975,ITEM116070,WH_DEL_01,21-06-22,23,15,-8,Shortage,Handling damage,Under Investigation
DISC6013391,MOV3085865,ITEM125030,WH_BLR_01,08-10-21,28,28,0,Count Error,Handling damage,Open
DISC6013392,MOV3104413,ITEM109559,WH_BLR_01,22-06-22,34,35,1,Shortage,Manual counting error,Under Investigation
DISC6013393,MOV3066178,ITEM122521,WH_PUN_01,28-07-24,24,29,5,Shortage,Vendor short supply,Adjusted
DISC6013394,MOV3098946,ITEM104310,WH_MUM_01,03-09-21,12,5,-7,Damage,System posting delay,Under Investigation
DISC6013395,MOV3002779,ITEM111954,WH_PUN_01,04-09-24,5,11,6,Damage,Documentation missing,Resolved
DISC6013396,MOV3057899,ITEM139038,WH_MUM_01,08-05-23,42,51,9,Count Error,Vendor short supply,Adjusted
DISC6013397,MOV3106710,ITEM127560,WH_CHN_01,16-03-23,19,16,-3,Damage,Handling damage,Resolved
DISC6013398,MOV3089722,ITEM137879,WH_MUM_01,25-03-21,10,9,-1,Excess,Vendor short supply,Adjusted
DISC6013399,MOV3037102,ITEM121489,WH_PUN_01,15-11-23,8,3,-5,Damage,Handling damage,Adjusted
DISC6013400,MOV3114270,ITEM126707,WH_NAG_01,03-11-21,13,14,1,Count Error,Manual counting error,Open
DISC6013401,MOV3113872,ITEM103651,WH_CHN_01,01-08-23,12,12,0,Wrong Item,Manual counting error,Adjusted
DISC6013402,MOV3051442,ITEM120345,WH_MUM_01,15-12-24,15,18,3,Damage,Wrong bin placement,Under Investigation
DISC6013403,MOV3016164,ITEM106607,WH_CHN_01,21-04-21,25,34,9,Excess,Documentation missing,Under Investigation
DISC6013404,MOV3008902,ITEM105019,WH_PUN_01,14-02-24,14,18,4,Damage,Handling damage,Open
DISC6013405,MOV3104670,ITEM127745,WH_PUN_01,23-03-23,29,33,4,Shortage,Wrong bin placement,Resolved
DISC6013406,MOV3090430,ITEM128800,WH_NAG_01,01-06-23,27,33,6,Wrong Item,System posting delay,Under Investigation
DISC6013407,MOV3044886,ITEM133341,WH_MUM_01,19-06-21,30,31,1,Count Error,Handling damage,Under Investigation
DISC6013408,MOV3001456,ITEM118840,WH_DEL_01,06-05-23,19,14,-5,Excess,System posting delay,Adjusted
DISC6013409,MOV3048543,ITEM106004,WH_NAG_01,07-09-24,22,16,-6,Damage,Wrong bin placement,Resolved
DISC6013410,MOV3090697,ITEM129157,WH_CHN_01,22-05-22,22,22,0,Shortage,Vendor short supply,Resolved
DISC6013411,MOV3010147,ITEM124490,WH_DEL_01,06-08-22,25,22,-3,Excess,System posting delay,Adjusted
DISC6013412,MOV3065496,ITEM110927,WH_CHN_01,20-08-21,14,10,-4,Damage,Manual counting error,Open
DISC6013413,MOV3066041,ITEM121586,WH_DEL_01,03-06-24,11,5,-6,Wrong Item,Documentation missing,Under Investigation
DISC6013414,MOV3010402,ITEM136892,WH_DEL_01,14-07-21,2,0,-2,Wrong Item,Vendor short supply,Open
DISC6013415,MOV3095344,ITEM102395,WH_CHN_01,28-09-24,13,16,3,Shortage,Manual counting error,Resolved
DISC6013416,MOV3071320,ITEM114760,WH_PUN_01,11-08-23,31,32,1,Excess,Wrong bin placement,Resolved
DISC6013417,MOV3051459,ITEM120205,WH_DEL_01,28-07-24,12,4,-8,Wrong Item,Wrong bin placement,Under Investigation
DISC6013418,MOV3030913,ITEM113135,WH_BLR_01,21-05-22,9,14,5,Damage,Documentation missing,Under Investigation
DISC6013419,MOV3066029,ITEM115237,WH_NAG_01,10-08-21,21,16,-5,Count Error,Vendor short supply,Adjusted
DISC6013420,MOV3075445,ITEM127848,WH_CHN_01,04-08-22,21,12,-9,Shortage,Handling damage,Resolved
DISC6013421,MOV3070455,ITEM117205,WH_NAG_01,06-01-24,15,16,1,Wrong Item,Vendor short supply,Open
DISC6013422,MOV3085518,ITEM109791,WH_NAG_01,16-11-21,33,40,7,Count Error,Documentation missing,Under Investigation
DISC6013423,MOV3093363,ITEM111913,WH_CHN_01,04-10-21,27,30,3,Shortage,System posting delay,Resolved
DISC6013424,MOV3106499,ITEM108110,WH_MUM_01,26-02-22,18,8,-10,Excess,System posting delay,Under Investigation
DISC6013425,MOV3097622,ITEM135571,WH_NAG_01,21-09-24,16,12,-4,Excess,Documentation missing,Open
DISC6013426,MOV3022388,ITEM124313,WH_CHN_01,09-01-21,8,17,9,Excess,Manual counting error,Open
DISC6013427,MOV3014863,ITEM110560,WH_CHN_01,13-06-21,48,38,-10,Damage,Handling damage,Open
DISC6013428,MOV3066799,ITEM123268,WH_BLR_01,27-03-23,14,19,5,Shortage,Wrong bin placement,Adjusted
DISC6013429,MOV3051814,ITEM128096,WH_NAG_01,06-09-21,20,25,5,Shortage,Documentation missing,Under Investigation
DISC6013430,MOV3021868,ITEM118735,WH_MUM_01,28-05-24,35,26,-9,Wrong Item,Wrong bin placement,Open
DISC6013431,MOV3010403,ITEM106474,WH_DEL_01,09-04-24,23,23,0,Damage,Manual counting error,Resolved
DISC6013432,MOV3010932,ITEM129204,WH_CHN_01,01-10-23,18,27,9,Excess,Wrong bin placement,Open
DISC6013433,MOV3076367,ITEM105521,WH_BLR_01,18-12-21,19,28,9,Damage,Documentation missing,Resolved
DISC6013434,MOV3021797,ITEM117020,WH_MUM_01,12-10-24,12,21,9,Wrong Item,System posting delay,Resolved
DISC6013435,MOV3046121,ITEM110531,WH_PUN_01,15-04-23,24,24,0,Count Error,Documentation missing,Open
DISC6013436,MOV3002924,ITEM126531,WH_MUM_01,29-11-23,26,26,0,Shortage,Handling damage,Open
DISC6013437,MOV3074960,ITEM137401,WH_MUM_01,24-11-24,16,19,3,Count Error,Wrong bin placement,Under Investigation
DISC6013438,MOV3099974,ITEM111160,WH_CHN_01,31-10-22,11,20,9,Damage,Handling damage,Open
DISC6013439,MOV3048406,ITEM129312,WH_DEL_01,12-02-21,3,3,0,Damage,Handling damage,Open
DISC6013440,MOV3062440,ITEM128385,WH_PUN_01,06-07-24,8,10,2,Damage,Wrong bin placement,Adjusted
DISC6013441,MOV3008415,ITEM133899,WH_CHN_01,15-01-23,19,22,3,Excess,System posting delay,Open
DISC6013442,MOV3067685,ITEM127439,WH_CHN_01,05-08-22,39,37,-2,Excess,Handling damage,Under Investigation
DISC6013443,MOV3003183,ITEM133720,WH_DEL_01,30-10-22,15,23,8,Excess,Wrong bin placement,Resolved
DISC6013444,MOV3058373,ITEM136083,WH_CHN_01,05-02-22,26,17,-9,Count Error,Vendor short supply,Resolved
DISC6013445,MOV3047887,ITEM102616,WH_CHN_01,18-06-21,18,21,3,Wrong Item,Handling damage,Resolved
DISC6013446,MOV3099923,ITEM136376,WH_NAG_01,28-09-24,7,1,-6,Count Error,Handling damage,Open
DISC6013447,MOV3025031,ITEM105544,WH_PUN_01,25-04-21,34,32,-2,Count Error,Wrong bin placement,Open
DISC6013448,MOV3058581,ITEM124028,WH_CHN_01,01-02-24,34,35,1,Damage,Vendor short supply,Open
DISC6013449,MOV3057382,ITEM109653,WH_PUN_01,03-01-21,20,17,-3,Shortage,System posting delay,Resolved
DISC6013450,MOV3011042,ITEM110268,WH_PUN_01,05-09-24,17,17,0,Count Error,Documentation missing,Resolved
DISC6013451,MOV3119717,ITEM110547,WH_NAG_01,15-09-24,11,20,9,Wrong Item,Vendor short supply,Under Investigation
DISC6013452,MOV3098734,ITEM129249,WH_NAG_01,09-09-22,18,22,4,Excess,Manual counting error,Adjusted
DISC6013453,MOV3103304,ITEM116183,WH_CHN_01,30-09-21,16,7,-9,Shortage,System posting delay,Under Investigation
DISC6013454,MOV3088410,ITEM137023,WH_CHN_01,29-04-21,6,11,5,Excess,Vendor short supply,Under Investigation
DISC6013455,MOV3071360,ITEM115856,WH_PUN_01,18-06-21,16,20,4,Damage,Handling damage,Adjusted
DISC6013456,MOV3035349,ITEM100431,WH_BLR_01,14-09-24,26,19,-7,Shortage,Handling damage,Under Investigation
DISC6013457,MOV3003526,ITEM127502,WH_PUN_01,02-02-21,13,4,-9,Excess,System posting delay,Open
DISC6013458,MOV3117939,ITEM113959,WH_MUM_01,13-03-23,12,5,-7,Damage,System posting delay,Adjusted
DISC6013459,MOV3001351,ITEM112697,WH_NAG_01,16-04-22,3,0,-3,Excess,System posting delay,Resolved
DISC6013460,MOV3058976,ITEM108962,WH_PUN_01,16-06-22,16,16,0,Excess,Handling damage,Open
DISC6013461,MOV3060557,ITEM117638,WH_PUN_01,14-03-24,6,15,9,Shortage,Documentation missing,Under Investigation
DISC6013462,MOV3071412,ITEM125228,WH_BLR_01,01-04-24,18,16,-2,Wrong Item,Manual counting error,Open
DISC6013463,MOV3082310,ITEM124135,WH_NAG_01,09-08-24,16,8,-8,Count Error,Manual counting error,Open
DISC6013464,MOV3066311,ITEM119325,WH_NAG_01,18-12-22,11,5,-6,Count Error,Vendor short supply,Open
DISC6013465,MOV3013114,ITEM112945,WH_BLR_01,04-05-22,22,27,5,Excess,System posting delay,Under Investigation
DISC6013466,MOV3042671,ITEM139731,WH_MUM_01,02-05-21,18,12,-6,Damage,System posting delay,Under Investigation
DISC6013467,MOV3007102,ITEM116307,WH_NAG_01,15-04-22,23,13,-10,Wrong Item,System posting delay,Adjusted
DISC6013468,MOV3040051,ITEM106055,WH_NAG_01,16-10-23,4,7,3,Shortage,Manual counting error,Open
DISC6013469,MOV3090016,ITEM128456,WH_MUM_01,10-08-21,27,33,6,Count Error,System posting delay,Under Investigation
DISC6013470,MOV3099032,ITEM106004,WH_NAG_01,28-04-23,19,17,-2,Count Error,Documentation missing,Open
DISC6013471,MOV3112859,ITEM109047,WH_CHN_01,08-12-21,46,38,-8,Excess,Wrong bin placement,Under Investigation
DISC6013472,MOV3002132,ITEM104896,WH_MUM_01,23-02-24,48,41,-7,Wrong Item,Handling damage,Resolved
DISC6013473,MOV3031497,ITEM118070,WH_PUN_01,03-02-23,9,12,3,Wrong Item,Handling damage,Under Investigation
DISC6013474,MOV3097161,ITEM118659,WH_CHN_01,11-06-21,10,7,-3,Shortage,Vendor short supply,Adjusted
DISC6013475,MOV3101375,ITEM125348,WH_MUM_01,06-12-24,45,37,-8,Wrong Item,Handling damage,Resolved
DISC6013476,MOV3062377,ITEM129238,WH_MUM_01,31-05-24,23,15,-8,Shortage,Vendor short supply,Under Investigation
DISC6013477,MOV3021130,ITEM125238,WH_PUN_01,09-07-21,37,36,-1,Wrong Item,Documentation missing,Adjusted
DISC6013478,MOV3038376,ITEM113504,WH_NAG_01,31-01-23,21,27,6,Excess,System posting delay,Resolved
DISC6013479,MOV3068538,ITEM108229,WH_PUN_01,25-07-21,19,17,-2,Count Error,Documentation missing,Resolved
DISC6013480,MOV3011306,ITEM109943,WH_DEL_01,15-03-23,23,22,-1,Count Error,Manual counting error,Open
DISC6013481,MOV3044065,ITEM123547,WH_DEL_01,14-03-21,9,9,0,Shortage,Documentation missing,Open
DISC6013482,MOV3054963,ITEM104862,WH_DEL_01,09-12-22,11,20,9,Excess,Handling damage,Adjusted
DISC6013483,MOV3008551,ITEM134285,WH_MUM_01,09-08-22,20,22,2,Shortage,Documentation missing,Under Investigation
DISC6013484,MOV3023064,ITEM108100,WH_NAG_01,30-06-23,30,26,-4,Count Error,Vendor short supply,Adjusted
DISC6013485,MOV3102501,ITEM136161,WH_BLR_01,10-02-24,3,11,8,Shortage,Manual counting error,Resolved
DISC6013486,MOV3095464,ITEM133014,WH_BLR_01,17-09-24,4,9,5,Wrong Item,Manual counting error,Open
DISC6013487,MOV3045019,ITEM128019,WH_BLR_01,04-01-23,16,23,7,Count Error,Vendor short supply,Under Investigation
DISC6013488,MOV3066083,ITEM137835,WH_DEL_01,03-05-23,17,7,-10,Count Error,Documentation missing,Under Investigation
DISC6013489,MOV3004360,ITEM126575,WH_CHN_01,16-10-23,15,16,1,Count Error,Handling damage,Open
DISC6013490,MOV3009879,ITEM120057,WH_CHN_01,14-04-24,22,29,7,Count Error,System posting delay,Open
