Item_ID,Item_Description,Item_Category,Priority_Level,UOM,Warehouse_Code,Warehouse_City,Active_Flag
ITEM139203,Inventory Item 39204,Raw Material,Low,Box,WH_CHN_01,Chennai,Yes
ITEM139204,Inventory Item 39205,Finished Goods,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM139205,Inventory Item 39206,Finished Goods,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM139206,Inventory Item 39207,Raw Material,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM139207,Inventory Item 39208,Raw Material,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM139208,Inventory Item 39209,Packaging,Low,Pallet,WH_DEL_01,Delhi,Yes
ITEM139209,Inventory Item 39210,Finished Goods,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM139210,Inventory Item 39211,Raw Material,Medium,Nos,WH_BLR_01,Bangalore,No
ITEM139211,Inventory Item 39212,Raw Material,High,Kg,WH_DEL_01,Delhi,Yes
ITEM139212,Inventory Item 39213,Finished Goods,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM139213,Inventory Item 39214,Packaging,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM139214,Inventory Item 39215,Packaging,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM139215,Inventory Item 39216,Raw Material,High,Nos,WH_NAG_01,Nagpur,Yes
ITEM139216,Inventory Item 39217,Raw Material,Medium,Nos,WH_BLR_01,Bangalore,Yes
ITEM139217,Inventory Item 39218,Finished Goods,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM139218,Inventory Item 39219,Finished Goods,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM139219,Inventory Item 39220,Packaging,High,Pallet,WH_NAG_01,Nagpur,No
ITEM139220,Inventory Item 39221,Spare Parts,High,Pallet,WH_CHN_01,Chennai,Yes
ITEM139221,Inventory Item 39222,Finished Goods,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM139222,Inventory Item 39223,Finished Goods,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM139223,Inventory Item 39224,Packaging,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM139224,Inventory Item 39225,Packaging,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM139225,Inventory Item 39226,Raw Material,Low,Nos,WH_BLR_01,Bangalore,Yes
ITEM139226,Inventory Item 39227,Finished Goods,Low,Box,WH_CHN_01,Chennai,Yes
ITEM139227,Inventory Item 39228,Raw Material,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM139228,Inventory Item 39229,Packaging,High,Pallet,WH_DEL_01,Delhi,No
ITEM139229,Inventory Item 39230,Finished Goods,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM139230,Inventory Item 39231,Raw Material,High,Kg,WH_MUM_01,Mumbai,Yes
ITEM139231,Inventory Item 39232,Packaging,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM139232,Inventory Item 39233,Spare Parts,Low,Box,WH_BLR_01,Bangalore,Yes
ITEM139233,Inventory Item 39234,Raw Material,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM139234,Inventory Item 39235,Finished Goods,High,Nos,WH_CHN_01,Chennai,Yes
ITEM139235,Inventory Item 39236,Raw Material,Medium,Box,WH_PUN_01,Pune,Yes
ITEM139236,Inventory Item 39237,Raw Material,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM139237,Inventory Item 39238,Raw Material,High,Kg,WH_MUM_01,Mumbai,No
ITEM139238,Inventory Item 39239,Consumables,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM139239,Inventory Item 39240,Spare Parts,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM139240,Inventory Item 39241,Packaging,Low,Pallet,WH_BLR_01,Bangalore,No
ITEM139241,Inventory Item 39242,Finished Goods,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM139242,Inventory Item 39243,Raw Material,High,Nos,WH_PUN_01,Pune,No
ITEM139243,Inventory Item 39244,Raw Material,Medium,Pallet,WH_MUM_01,Mumbai,No
ITEM139244,Inventory Item 39245,Consumables,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM139245,Inventory Item 39246,Finished Goods,High,Nos,WH_CHN_01,Chennai,No
ITEM139246,Inventory Item 39247,Raw Material,Medium,Box,WH_DEL_01,Delhi,No
ITEM139247,Inventory Item 39248,Finished Goods,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM139248,Inventory Item 39249,Raw Material,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM139249,Inventory Item 39250,Raw Material,High,Nos,WH_CHN_01,Chennai,Yes
ITEM139250,Inventory Item 39251,Finished Goods,Medium,Box,WH_PUN_01,Pune,Yes
ITEM139251,Inventory Item 39252,Consumables,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM139252,Inventory Item 39253,Packaging,High,Box,WH_CHN_01,Chennai,Yes
ITEM139253,Inventory Item 39254,Spare Parts,Low,Kg,WH_DEL_01,Delhi,No
ITEM139254,Inventory Item 39255,Consumables,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM139255,Inventory Item 39256,Finished Goods,Low,Box,WH_BLR_01,Bangalore,Yes
ITEM139256,Inventory Item 39257,Spare Parts,High,Kg,WH_DEL_01,Delhi,No
ITEM139257,Inventory Item 39258,Spare Parts,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM139258,Inventory Item 39259,Packaging,High,Pallet,WH_CHN_01,Chennai,No
ITEM139259,Inventory Item 39260,Finished Goods,Low,Pallet,WH_DEL_01,Delhi,Yes
ITEM139260,Inventory Item 39261,Raw Material,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM139261,Inventory Item 39262,Packaging,Medium,Kg,WH_DEL_01,Delhi,No
ITEM139262,Inventory Item 39263,Finished Goods,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM139263,Inventory Item 39264,Finished Goods,Medium,Nos,WH_BLR_01,Bangalore,No
ITEM139264,Inventory Item 39265,Finished Goods,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM139265,Inventory Item 39266,Consumables,Medium,Box,WH_PUN_01,Pune,Yes
ITEM139266,Inventory Item 39267,Raw Material,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM139267,Inventory Item 39268,Finished Goods,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM139268,Inventory Item 39269,Packaging,Low,Nos,WH_CHN_01,Chennai,No
ITEM139269,Inventory Item 39270,Raw Material,Medium,Box,WH_PUN_01,Pune,Yes
ITEM139270,Inventory Item 39271,Consumables,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM139271,Inventory Item 39272,Spare Parts,High,Box,WH_BLR_01,Bangalore,Yes
ITEM139272,Inventory Item 39273,Finished Goods,Low,Nos,WH_NAG_01,Nagpur,Yes
ITEM139273,Inventory Item 39274,Consumables,High,Kg,WH_NAG_01,Nagpur,Yes
ITEM139274,Inventory Item 39275,Finished Goods,Medium,Box,WH_PUN_01,Pune,Yes
ITEM139275,Inventory Item 39276,Raw Material,Low,Pallet,WH_DEL_01,Delhi,No
ITEM139276,Inventory Item 39277,Raw Material,Low,Kg,WH_BLR_01,Bangalore,No
ITEM139277,Inventory Item 39278,Finished Goods,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM139278,Inventory Item 39279,Spare Parts,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM139279,Inventory Item 39280,Consumables,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM139280,Inventory Item 39281,Raw Material,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM139281,Inventory Item 39282,Raw Material,High,Box,WH_BLR_01,Bangalore,Yes
ITEM139282,Inventory Item 39283,Finished Goods,Medium,Kg,WH_BLR_01,Bangalore,Yes
ITEM139283,Inventory Item 39284,Finished Goods,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM139284,Inventory Item 39285,Raw Material,High,Kg,WH_PUN_01,Pune,Yes
ITEM139285,Inventory Item 39286,Raw Material,High,Kg,WH_DEL_01,Delhi,Yes
ITEM139286,Inventory Item 39287,Finished Goods,Low,Box,WH_CHN_01,Chennai,Yes
ITEM139287,Inventory Item 39288,Packaging,Low,Pallet,WH_PUN_01,Pune,No
ITEM139288,Inventory Item 39289,Raw Material,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM139289,Inventory Item 39290,Raw Material,Medium,Pallet,WH_DEL_01,Delhi,No
ITEM139290,Inventory Item 39291,Finished Goods,High,Nos,WH_DEL_01,Delhi,No
ITEM139291,Inventory Item 39292,Finished Goods,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM139292,Inventory Item 39293,Raw Material,High,Box,WH_MUM_01,Mumbai,Yes
ITEM139293,Inventory Item 39294,Consumables,Low,Pallet,WH_NAG_01,Nagpur,Yes
ITEM139294,Inventory Item 39295,Finished Goods,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM139295,Inventory Item 39296,Packaging,High,Box,WH_CHN_01,Chennai,No
ITEM139296,Inventory Item 39297,Finished Goods,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM139297,Inventory Item 39298,Packaging,Low,Box,WH_BLR_01,Bangalore,Yes
ITEM139298,Inventory Item 39299,Raw Material,High,Box,WH_PUN_01,Pune,Yes
ITEM139299,Inventory Item 39300,Finished Goods,Low,Kg,WH_CHN_01,Chennai,Yes
ITEM139300,Inventory Item 39301,Packaging,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM139301,Inventory Item 39302,Packaging,High,Kg,WH_NAG_01,Nagpur,Yes
ITEM139302,Inventory Item 39303,Consumables,Low,Kg,WH_DEL_01,Delhi,No
ITEM139303,Inventory Item 39304,Raw Material,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM139304,Inventory Item 39305,Finished Goods,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM139305,Inventory Item 39306,Packaging,Low,Box,WH_PUN_01,Pune,No
ITEM139306,Inventory Item 39307,Finished Goods,Low,Nos,WH_CHN_01,Chennai,Yes
ITEM139307,Inventory Item 39308,Raw Material,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM139308,Inventory Item 39309,Raw Material,Medium,Box,WH_PUN_01,Pune,Yes
ITEM139309,Inventory Item 39310,Spare Parts,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM139310,Inventory Item 39311,Spare Parts,High,Pallet,WH_CHN_01,Chennai,Yes
ITEM139311,Inventory Item 39312,Raw Material,High,Box,WH_BLR_01,Bangalore,Yes
ITEM139312,Inventory Item 39313,Raw Material,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM139313,Inventory Item 39314,Consumables,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM139314,Inventory Item 39315,Finished Goods,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM139315,Inventory Item 39316,Finished Goods,Medium,Kg,WH_BLR_01,Bangalore,No
ITEM139316,Inventory Item 39317,Consumables,Low,Nos,WH_PUN_01,Pune,Yes
ITEM139317,Inventory Item 39318,Finished Goods,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM139318,Inventory Item 39319,Consumables,Medium,Nos,WH_DEL_01,Delhi,No
ITEM139319,Inventory Item 39320,Spare Parts,Low,Nos,WH_CHN_01,Chennai,Yes
ITEM139320,Inventory Item 39321,Finished Goods,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM139321,Inventory Item 39322,Finished Goods,Low,Box,WH_BLR_01,Bangalore,Yes
ITEM139322,Inventory Item 39323,Raw Material,High,Box,WH_NAG_01,Nagpur,Yes
ITEM139323,Inventory Item 39324,Raw Material,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM139324,Inventory Item 39325,Packaging,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM139325,Inventory Item 39326,Spare Parts,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM139326,Inventory Item 39327,Packaging,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM139327,Inventory Item 39328,Finished Goods,Low,Pallet,WH_DEL_01,Delhi,Yes
ITEM139328,Inventory Item 39329,Finished Goods,High,Nos,WH_NAG_01,Nagpur,No
ITEM139329,Inventory Item 39330,Spare Parts,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM139330,Inventory Item 39331,Finished Goods,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM139331,Inventory Item 39332,Raw Material,Low,Box,WH_BLR_01,Bangalore,Yes
ITEM139332,Inventory Item 39333,Finished Goods,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM139333,Inventory Item 39334,Finished Goods,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM139334,Inventory Item 39335,Raw Material,High,Box,WH_PUN_01,Pune,Yes
ITEM139335,Inventory Item 39336,Finished Goods,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM139336,Inventory Item 39337,Finished Goods,Low,Box,WH_MUM_01,Mumbai,Yes
ITEM139337,Inventory Item 39338,Raw Material,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM139338,Inventory Item 39339,Finished Goods,High,Box,WH_DEL_01,Delhi,Yes
ITEM139339,Inventory Item 39340,Raw Material,Medium,Kg,WH_PUN_01,Pune,No
ITEM139340,Inventory Item 39341,Finished Goods,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM139341,Inventory Item 39342,Finished Goods,Medium,Pallet,WH_BLR_01,Bangalore,No
ITEM139342,Inventory Item 39343,Finished Goods,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM139343,Inventory Item 39344,Consumables,High,Kg,WH_CHN_01,Chennai,Yes
ITEM139344,Inventory Item 39345,Packaging,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM139345,Inventory Item 39346,Finished Goods,High,Box,WH_MUM_01,Mumbai,Yes
ITEM139346,Inventory Item 39347,Raw Material,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM139347,Inventory Item 39348,Spare Parts,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM139348,Inventory Item 39349,Spare Parts,High,Box,WH_DEL_01,Delhi,No
ITEM139349,Inventory Item 39350,Finished Goods,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM139350,Inventory Item 39351,Finished Goods,High,Nos,WH_DEL_01,Delhi,No
ITEM139351,Inventory Item 39352,Finished Goods,High,Pallet,WH_CHN_01,Chennai,Yes
ITEM139352,Inventory Item 39353,Finished Goods,High,Nos,WH_NAG_01,Nagpur,Yes
ITEM139353,Inventory Item 39354,Finished Goods,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM139354,Inventory Item 39355,Raw Material,Low,Nos,WH_PUN_01,Pune,No
ITEM139355,Inventory Item 39356,Raw Material,High,Box,WH_MUM_01,Mumbai,Yes
ITEM139356,Inventory Item 39357,Consumables,High,Kg,WH_CHN_01,Chennai,Yes
ITEM139357,Inventory Item 39358,Finished Goods,Low,Nos,WH_BLR_01,Bangalore,Yes
ITEM139358,Inventory Item 39359,Finished Goods,High,Kg,WH_DEL_01,Delhi,Yes
ITEM139359,Inventory Item 39360,Consumables,Low,Kg,WH_NAG_01,Nagpur,Yes
ITEM139360,Inventory Item 39361,Finished Goods,Low,Box,WH_DEL_01,Delhi,Yes
ITEM139361,Inventory Item 39362,Raw Material,Low,Nos,WH_MUM_01,Mumbai,Yes
ITEM139362,Inventory Item 39363,Raw Material,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM139363,Inventory Item 39364,Finished Goods,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM139364,Inventory Item 39365,Finished Goods,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM139365,Inventory Item 39366,Raw Material,Medium,Nos,WH_BLR_01,Bangalore,No
ITEM139366,Inventory Item 39367,Raw Material,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM139367,Inventory Item 39368,Packaging,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM139368,Inventory Item 39369,Packaging,High,Kg,WH_NAG_01,Nagpur,Yes
ITEM139369,Inventory Item 39370,Finished Goods,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM139370,Inventory Item 39371,Packaging,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM139371,Inventory Item 39372,Finished Goods,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM139372,Inventory Item 39373,Consumables,Medium,Kg,WH_PUN_01,Pune,No
ITEM139373,Inventory Item 39374,Finished Goods,High,Kg,WH_DEL_01,Delhi,Yes
ITEM139374,Inventory Item 39375,Finished Goods,High,Box,WH_PUN_01,Pune,Yes
ITEM139375,Inventory Item 39376,Packaging,Medium,Nos,WH_NAG_01,Nagpur,No
ITEM139376,Inventory Item 39377,Finished Goods,Low,Box,WH_MUM_01,Mumbai,Yes
ITEM139377,Inventory Item 39378,Packaging,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM139378,Inventory Item 39379,Raw Material,High,Box,WH_NAG_01,Nagpur,Yes
ITEM139379,Inventory Item 39380,Raw Material,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM139380,Inventory Item 39381,Raw Material,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM139381,Inventory Item 39382,Finished Goods,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM139382,Inventory Item 39383,Packaging,Low,Pallet,WH_DEL_01,Delhi,Yes
ITEM139383,Inventory Item 39384,Raw Material,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM139384,Inventory Item 39385,Packaging,High,Box,WH_MUM_01,Mumbai,No
ITEM139385,Inventory Item 39386,Finished Goods,Low,Nos,WH_PUN_01,Pune,Yes
ITEM139386,Inventory Item 39387,Consumables,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM139387,Inventory Item 39388,Packaging,Medium,Kg,WH_BLR_01,Bangalore,Yes
ITEM139388,Inventory Item 39389,Finished Goods,Low,Nos,WH_CHN_01,Chennai,Yes
ITEM139389,Inventory Item 39390,Raw Material,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM139390,Inventory Item 39391,Consumables,Medium,Pallet,WH_DEL_01,Delhi,No
ITEM139391,Inventory Item 39392,Finished Goods,Low,Kg,WH_NAG_01,Nagpur,Yes
ITEM139392,Inventory Item 39393,Spare Parts,Low,Kg,WH_MUM_01,Mumbai,No
ITEM139393,Inventory Item 39394,Finished Goods,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM139394,Inventory Item 39395,Raw Material,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM139395,Inventory Item 39396,Raw Material,High,Pallet,WH_BLR_01,Bangalore,No
ITEM139396,Inventory Item 39397,Finished Goods,High,Nos,WH_NAG_01,Nagpur,Yes
ITEM139397,Inventory Item 39398,Consumables,Low,Kg,WH_NAG_01,Nagpur,Yes
ITEM139398,Inventory Item 39399,Raw Material,Low,Pallet,WH_PUN_01,Pune,Yes
ITEM139399,Inventory Item 39400,Spare Parts,High,Nos,WH_DEL_01,Delhi,Yes
ITEM139400,Inventory Item 39401,Finished Goods,High,Box,WH_DEL_01,Delhi,Yes
ITEM139401,Inventory Item 39402,Spare Parts,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM139402,Inventory Item 39403,Finished Goods,Low,Pallet,WH_NAG_01,Nagpur,No
ITEM139403,Inventory Item 39404,Packaging,High,Box,WH_CHN_01,Chennai,Yes
ITEM139404,Inventory Item 39405,Finished Goods,High,Kg,WH_NAG_01,Nagpur,No
ITEM139405,Inventory Item 39406,Raw Material,Medium,Box,WH_PUN_01,Pune,No
ITEM139406,Inventory Item 39407,Raw Material,Medium,Box,WH_DEL_01,Delhi,No
ITEM139407,Inventory Item 39408,Finished Goods,Medium,Nos,WH_BLR_01,Bangalore,Yes
ITEM139408,Inventory Item 39409,Finished Goods,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM139409,Inventory Item 39410,Finished Goods,Medium,Box,WH_PUN_01,Pune,Yes
ITEM139410,Inventory Item 39411,Finished Goods,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM139411,Inventory Item 39412,Raw Material,Low,Box,WH_BLR_01,Bangalore,No
ITEM139412,Inventory Item 39413,Consumables,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM139413,Inventory Item 39414,Raw Material,Medium,Kg,WH_BLR_01,Bangalore,Yes
ITEM139414,Inventory Item 39415,Packaging,Medium,Box,WH_PUN_01,Pune,Yes
ITEM139415,Inventory Item 39416,Finished Goods,High,Kg,WH_CHN_01,Chennai,No
ITEM139416,Inventory Item 39417,Spare Parts,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM139417,Inventory Item 39418,Spare Parts,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM139418,Inventory Item 39419,Spare Parts,Low,Pallet,WH_NAG_01,Nagpur,Yes
ITEM139419,Inventory Item 39420,Raw Material,Medium,Kg,WH_DEL_01,Delhi,No
ITEM139420,Inventory Item 39421,Finished Goods,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM139421,Inventory Item 39422,Raw Material,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM139422,Inventory Item 39423,Raw Material,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM139423,Inventory Item 39424,Raw Material,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM139424,Inventory Item 39425,Raw Material,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM139425,Inventory Item 39426,Raw Material,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM139426,Inventory Item 39427,Packaging,High,Nos,WH_DEL_01,Delhi,Yes
ITEM139427,Inventory Item 39428,Finished Goods,High,Kg,WH_DEL_01,Delhi,Yes
ITEM139428,Inventory Item 39429,Packaging,Medium,Nos,WH_BLR_01,Bangalore,Yes
ITEM139429,Inventory Item 39430,Raw Material,Medium,Box,WH_BLR_01,Bangalore,No
ITEM139430,Inventory Item 39431,Raw Material,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM139431,Inventory Item 39432,Raw Material,High,Nos,WH_CHN_01,Chennai,Yes
ITEM139432,Inventory Item 39433,Packaging,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM139433,Inventory Item 39434,Raw Material,Medium,Box,WH_PUN_01,Pune,No
ITEM139434,Inventory Item 39435,Spare Parts,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM139435,Inventory Item 39436,Raw Material,Medium,Box,WH_DEL_01,Delhi,No
ITEM139436,Inventory Item 39437,Packaging,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM139437,Inventory Item 39438,Finished Goods,High,Box,WH_MUM_01,Mumbai,Yes
ITEM139438,Inventory Item 39439,Finished Goods,Low,Kg,WH_NAG_01,Nagpur,No
ITEM139439,Inventory Item 39440,Raw Material,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM139440,Inventory Item 39441,Finished Goods,High,Pallet,WH_NAG_01,Nagpur,Yes
ITEM139441,Inventory Item 39442,Raw Material,High,Kg,WH_PUN_01,Pune,Yes
ITEM139442,Inventory Item 39443,Packaging,High,Box,WH_DEL_01,Delhi,Yes
ITEM139443,Inventory Item 39444,Finished Goods,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM139444,Inventory Item 39445,Packaging,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM139445,Inventory Item 39446,Consumables,Medium,Kg,WH_DEL_01,Delhi,No
ITEM139446,Inventory Item 39447,Finished Goods,Medium,Pallet,WH_DEL_01,Delhi,No
ITEM139447,Inventory Item 39448,Finished Goods,Low,Kg,WH_MUM_01,Mumbai,Yes
ITEM139448,Inventory Item 39449,Finished Goods,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM139449,Inventory Item 39450,Raw Material,Medium,Box,WH_BLR_01,Bangalore,No
ITEM139450,Inventory Item 39451,Packaging,Low,Box,WH_MUM_01,Mumbai,Yes
ITEM139451,Inventory Item 39452,Finished Goods,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM139452,Inventory Item 39453,Raw Material,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM139453,Inventory Item 39454,Raw Material,High,Box,WH_MUM_01,Mumbai,Yes
ITEM139454,Inventory Item 39455,Raw Material,Low,Box,WH_CHN_01,Chennai,Yes
ITEM139455,Inventory Item 39456,Finished Goods,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM139456,Inventory Item 39457,Packaging,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM139457,Inventory Item 39458,Raw Material,Low,Nos,WH_BLR_01,Bangalore,Yes
ITEM139458,Inventory Item 39459,Raw Material,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM139459,Inventory Item 39460,Finished Goods,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM139460,Inventory Item 39461,Packaging,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM139461,Inventory Item 39462,Packaging,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM139462,Inventory Item 39463,Consumables,High,Box,WH_PUN_01,Pune,Yes
ITEM139463,Inventory Item 39464,Packaging,Low,Nos,WH_DEL_01,Delhi,No
ITEM139464,Inventory Item 39465,Raw Material,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM139465,Inventory Item 39466,Spare Parts,High,Kg,WH_CHN_01,Chennai,Yes
ITEM139466,Inventory Item 39467,Raw Material,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM139467,Inventory Item 39468,Finished Goods,Low,Pallet,WH_CHN_01,Chennai,No
ITEM139468,Inventory Item 39469,Consumables,High,Nos,WH_PUN_01,Pune,No
ITEM139469,Inventory Item 39470,Raw Material,Low,Nos,WH_MUM_01,Mumbai,No
ITEM139470,Inventory Item 39471,Packaging,Medium,Nos,WH_PUN_01,Pune,No
ITEM139471,Inventory Item 39472,Spare Parts,High,Kg,WH_NAG_01,Nagpur,Yes
ITEM139472,Inventory Item 39473,Packaging,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM139473,Inventory Item 39474,Consumables,Low,Pallet,WH_BLR_01,Bangalore,Yes
ITEM139474,Inventory Item 39475,Finished Goods,Medium,Kg,WH_BLR_01,Bangalore,Yes
ITEM139475,Inventory Item 39476,Raw Material,Low,Nos,WH_PUN_01,Pune,Yes
ITEM139476,Inventory Item 39477,Packaging,High,Box,WH_BLR_01,Bangalore,Yes
ITEM139477,Inventory Item 39478,Finished Goods,High,Pallet,WH_CHN_01,Chennai,Yes
ITEM139478,Inventory Item 39479,Raw Material,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM139479,Inventory Item 39480,Finished Goods,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM139480,Inventory Item 39481,Spare Parts,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM139481,Inventory Item 39482,Finished Goods,Low,Nos,WH_CHN_01,Chennai,Yes
ITEM139482,Inventory Item 39483,Raw Material,High,Kg,WH_PUN_01,Pune,No
ITEM139483,Inventory Item 39484,Finished Goods,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM139484,Inventory Item 39485,Raw Material,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM139485,Inventory Item 39486,Finished Goods,Medium,Kg,WH_NAG_01,Nagpur,No
ITEM139486,Inventory Item 39487,Finished Goods,Low,Box,WH_PUN_01,Pune,No
ITEM139487,Inventory Item 39488,Packaging,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM139488,Inventory Item 39489,Finished Goods,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM139489,Inventory Item 39490,Finished Goods,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM139490,Inventory Item 39491,Raw Material,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM139491,Inventory Item 39492,Finished Goods,High,Kg,WH_NAG_01,Nagpur,No
